case_id,reviewer_id,source_text_valid,language_valid,intent_valid,target_valid,conditions_valid,policy_valid,outcome_valid,claims_valid,notes
V2C-0730,R2,,,,,,,,,
V2C-0731,R2,,,,,,,,,
V2C-0732,R2,,,,,,,,,
V2C-0733,R2,,,,,,,,,
V2C-0734,R2,,,,,,,,,
V2C-0735,R2,,,,,,,,,
V2C-0736,R2,,,,,,,,,
V2C-0737,R2,,,,,,,,,
V2C-0738,R2,,,,,,,,,
V2C-0739,R2,,,,,,,,,
V2C-0740,R2,,,,,,,,,
V2C-0741,R2,,,,,,,,,
V2C-0742,R2,,,,,,,,,
V2C-0743,R2,,,,,,,,,
V2C-0744,R2,,,,,,,,,
V2C-0745,R2,,,,,,,,,
V2C-0746,R2,,,,,,,,,
V2C-0747,R2,,,,,,,,,
V2C-0748,R2,,,,,,,,,
V2C-0749,R2,,,,,,,,,
V2C-0750,R2,,,,,,,,,
V2C-0751,R2,,,,,,,,,
V2C-0752,R2,,,,,,,,,
V2C-0753,R2,,,,,,,,,
V2C-0754,R2,,,,,,,,,
V2C-0755,R2,,,,,,,,,
V2C-0756,R2,,,,,,,,,
V2C-0757,R2,,,,,,,,,
V2C-0758,R2,,,,,,,,,
V2C-0759,R2,,,,,,,,,
V2C-0760,R2,,,,,,,,,
V2C-0761,R2,,,,,,,,,
V2C-0762,R2,,,,,,,,,
V2C-0763,R2,,,,,,,,,
V2C-0764,R2,,,,,,,,,
V2C-0765,R2,,,,,,,,,
V2C-0766,R2,,,,,,,,,
V2C-0767,R2,,,,,,,,,
V2C-0768,R2,,,,,,,,,
V2C-0769,R2,,,,,,,,,
V2C-0770,R2,,,,,,,,,
V2C-0771,R2,,,,,,,,,
V2C-0772,R2,,,,,,,,,
V2C-0773,R2,,,,,,,,,
V2C-0774,R2,,,,,,,,,
V2C-0775,R2,,,,,,,,,
V2C-0776,R2,,,,,,,,,
V2C-0777,R2,,,,,,,,,
V2C-0778,R2,,,,,,,,,
V2C-0779,R2,,,,,,,,,
V2C-0780,R2,,,,,,,,,
V2C-0781,R2,,,,,,,,,
V2C-0782,R2,,,,,,,,,
V2C-0783,R2,,,,,,,,,
V2C-0784,R2,,,,,,,,,
V2C-0785,R2,,,,,,,,,
V2C-0786,R2,,,,,,,,,
V2C-0787,R2,,,,,,,,,
V2C-0788,R2,,,,,,,,,
V2C-0789,R2,,,,,,,,,
V2C-0790,R2,,,,,,,,,
V2C-0791,R2,,,,,,,,,
V2C-0792,R2,,,,,,,,,
V2C-0793,R2,,,,,,,,,
V2C-0794,R2,,,,,,,,,
V2C-0795,R2,,,,,,,,,
V2C-0796,R2,,,,,,,,,
V2C-0797,R2,,,,,,,,,
V2C-0798,R2,,,,,,,,,
V2C-0799,R2,,,,,,,,,
V2C-0800,R2,,,,,,,,,
V2C-0801,R2,,,,,,,,,
V2C-0802,R2,,,,,,,,,
V2C-0803,R2,,,,,,,,,
V2C-0804,R2,,,,,,,,,
V2C-0805,R2,,,,,,,,,
V2C-0806,R2,,,,,,,,,
V2C-0807,R2,,,,,,,,,
V2C-0808,R2,,,,,,,,,
V2C-0809,R2,,,,,,,,,
V2C-0810,R2,,,,,,,,,
V2C-0811,R2,,,,,,,,,
V2C-0812,R2,,,,,,,,,
V2C-0813,R2,,,,,,,,,
V2C-0814,R2,,,,,,,,,
V2C-0815,R2,,,,,,,,,
V2C-0816,R2,,,,,,,,,
V2C-0817,R2,,,,,,,,,
V2C-0818,R2,,,,,,,,,
V2C-0819,R2,,,,,,,,,
V2C-0820,R2,,,,,,,,,
V2C-0821,R2,,,,,,,,,
V2C-0822,R2,,,,,,,,,
V2C-0823,R2,,,,,,,,,
V2C-0824,R2,,,,,,,,,
V2C-0825,R2,,,,,,,,,
V2C-0826,R2,,,,,,,,,
V2C-0827,R2,,,,,,,,,
V2C-0828,R2,,,,,,,,,
V2C-0829,R2,,,,,,,,,
V2C-0830,R2,,,,,,,,,
V2C-0831,R2,,,,,,,,,
V2C-0832,R2,,,,,,,,,
V2C-0833,R2,,,,,,,,,
V2C-0834,R2,,,,,,,,,
V2C-0835,R2,,,,,,,,,
V2C-0836,R2,,,,,,,,,
V2C-0837,R2,,,,,,,,,
V2C-0838,R2,,,,,,,,,
V2C-0839,R2,,,,,,,,,
V2C-0840,R2,,,,,,,,,
V2C-0841,R2,,,,,,,,,
V2C-0842,R2,,,,,,,,,
V2C-0843,R2,,,,,,,,,
V2C-0844,R2,,,,,,,,,
V2C-0845,R2,,,,,,,,,
V2C-0846,R2,,,,,,,,,
V2C-0847,R2,,,,,,,,,
V2C-0848,R2,,,,,,,,,
V2C-0849,R2,,,,,,,,,
V2C-0850,R2,,,,,,,,,
V2C-0851,R2,,,,,,,,,
V2C-0852,R2,,,,,,,,,
V2C-0853,R2,,,,,,,,,
V2C-0854,R2,,,,,,,,,
V2C-0855,R2,,,,,,,,,
V2C-0856,R2,,,,,,,,,
V2C-0857,R2,,,,,,,,,
V2C-0858,R2,,,,,,,,,
V2C-0859,R2,,,,,,,,,
V2C-0860,R2,,,,,,,,,
V2C-0861,R2,,,,,,,,,
V2C-0862,R2,,,,,,,,,
V2C-0863,R2,,,,,,,,,
V2C-0864,R2,,,,,,,,,
V2C-0865,R2,,,,,,,,,
V2C-0866,R2,,,,,,,,,
V2C-0867,R2,,,,,,,,,
V2C-0868,R2,,,,,,,,,
V2C-0869,R2,,,,,,,,,
V2C-0870,R2,,,,,,,,,
V2C-0871,R2,,,,,,,,,
V2C-0872,R2,,,,,,,,,
V2C-0873,R2,,,,,,,,,
V2C-0874,R2,,,,,,,,,
V2C-0875,R2,,,,,,,,,
V2C-0876,R2,,,,,,,,,
V2C-0877,R2,,,,,,,,,
V2C-0878,R2,,,,,,,,,
V2C-0879,R2,,,,,,,,,
V2C-0880,R2,,,,,,,,,
V2C-0881,R2,,,,,,,,,
V2C-0882,R2,,,,,,,,,
V2C-0883,R2,,,,,,,,,
V2C-0884,R2,,,,,,,,,
V2C-0885,R2,,,,,,,,,
V2C-0886,R2,,,,,,,,,
V2C-0887,R2,,,,,,,,,
V2C-0888,R2,,,,,,,,,
V2C-0889,R2,,,,,,,,,
V2C-0890,R2,,,,,,,,,
V2C-0891,R2,,,,,,,,,
V2C-0892,R2,,,,,,,,,
V2C-0893,R2,,,,,,,,,
V2C-0894,R2,,,,,,,,,
V2C-0895,R2,,,,,,,,,
V2C-0896,R2,,,,,,,,,
V2C-0897,R2,,,,,,,,,
V2C-0898,R2,,,,,,,,,
V2C-0899,R2,,,,,,,,,
V2C-0900,R2,,,,,,,,,
V2C-0901,R2,,,,,,,,,
V2C-0902,R2,,,,,,,,,
V2C-0903,R2,,,,,,,,,
V2C-0904,R2,,,,,,,,,
V2C-0905,R2,,,,,,,,,
V2C-0906,R2,,,,,,,,,
V2C-0907,R2,,,,,,,,,
V2C-0908,R2,,,,,,,,,
V2C-0909,R2,,,,,,,,,
V2C-0910,R2,,,,,,,,,
V2C-0911,R2,,,,,,,,,
V2C-0912,R2,,,,,,,,,
V2C-0913,R2,,,,,,,,,
V2C-0914,R2,,,,,,,,,
V2C-0915,R2,,,,,,,,,
V2C-0916,R2,,,,,,,,,
V2C-0917,R2,,,,,,,,,
V2C-0918,R2,,,,,,,,,
V2C-0919,R2,,,,,,,,,
V2C-0920,R2,,,,,,,,,
V2C-0921,R2,,,,,,,,,
V2C-0922,R2,,,,,,,,,
V2C-0923,R2,,,,,,,,,
V2C-0924,R2,,,,,,,,,
V2C-0925,R2,,,,,,,,,
V2C-0926,R2,,,,,,,,,
V2C-0927,R2,,,,,,,,,
V2C-0928,R2,,,,,,,,,
V2C-0929,R2,,,,,,,,,
V2C-0930,R2,,,,,,,,,
V2C-0931,R2,,,,,,,,,
V2C-0932,R2,,,,,,,,,
V2C-0933,R2,,,,,,,,,
V2C-0934,R2,,,,,,,,,
V2C-0935,R2,,,,,,,,,
V2C-0936,R2,,,,,,,,,
V2C-0937,R2,,,,,,,,,
V2C-0938,R2,,,,,,,,,
V2C-0939,R2,,,,,,,,,
V2C-0940,R2,,,,,,,,,
V2C-0941,R2,,,,,,,,,
V2C-0942,R2,,,,,,,,,
V2C-0943,R2,,,,,,,,,
V2C-0944,R2,,,,,,,,,
V2C-0945,R2,,,,,,,,,
V2C-0946,R2,,,,,,,,,
V2C-0947,R2,,,,,,,,,
V2C-0948,R2,,,,,,,,,
V2C-0949,R2,,,,,,,,,
V2C-0950,R2,,,,,,,,,
V2C-0951,R2,,,,,,,,,
V2C-0952,R2,,,,,,,,,
V2C-0953,R2,,,,,,,,,
V2C-0954,R2,,,,,,,,,
V2C-0955,R2,,,,,,,,,
V2C-0956,R2,,,,,,,,,
V2C-0957,R2,,,,,,,,,
V2C-0958,R2,,,,,,,,,
V2C-0959,R2,,,,,,,,,
V2C-0960,R2,,,,,,,,,
V2C-0961,R2,,,,,,,,,
V2C-0962,R2,,,,,,,,,
V2C-0963,R2,,,,,,,,,
V2C-0964,R2,,,,,,,,,
V2C-0965,R2,,,,,,,,,
V2C-0966,R2,,,,,,,,,
V2C-0967,R2,,,,,,,,,
V2C-0968,R2,,,,,,,,,
V2C-0969,R2,,,,,,,,,
V2C-0970,R2,,,,,,,,,
V2C-0971,R2,,,,,,,,,
V2C-0972,R2,,,,,,,,,
V2C-0973,R2,,,,,,,,,
V2C-0974,R2,,,,,,,,,
V2C-0975,R2,,,,,,,,,
V2C-0976,R2,,,,,,,,,
V2C-0977,R2,,,,,,,,,
V2C-0978,R2,,,,,,,,,
V2C-0979,R2,,,,,,,,,
V2C-0980,R2,,,,,,,,,
V2C-0981,R2,,,,,,,,,
V2C-0982,R2,,,,,,,,,
V2C-0983,R2,,,,,,,,,
V2C-0984,R2,,,,,,,,,
V2C-0985,R2,,,,,,,,,
V2C-0986,R2,,,,,,,,,
V2C-0987,R2,,,,,,,,,
V2C-0988,R2,,,,,,,,,
V2C-0989,R2,,,,,,,,,
V2C-0990,R2,,,,,,,,,
V2C-0991,R2,,,,,,,,,
V2C-0992,R2,,,,,,,,,
V2C-0993,R2,,,,,,,,,
V2C-0994,R2,,,,,,,,,
V2C-0995,R2,,,,,,,,,
V2C-0996,R2,,,,,,,,,
V2C-0997,R2,,,,,,,,,
V2C-0998,R2,,,,,,,,,
V2C-0999,R2,,,,,,,,,
V2C-1000,R2,,,,,,,,,
V2C-1001,R2,,,,,,,,,
V2C-1002,R2,,,,,,,,,
V2C-1003,R2,,,,,,,,,
V2C-1004,R2,,,,,,,,,
V2C-1005,R2,,,,,,,,,
V2C-1006,R2,,,,,,,,,
V2C-1007,R2,,,,,,,,,
V2C-1008,R2,,,,,,,,,
V2C-1009,R2,,,,,,,,,
V2C-1010,R2,,,,,,,,,
V2C-1011,R2,,,,,,,,,
V2C-1012,R2,,,,,,,,,
V2C-1013,R2,,,,,,,,,
V2C-1014,R2,,,,,,,,,
V2C-1015,R2,,,,,,,,,
V2C-1016,R2,,,,,,,,,
V2C-1017,R2,,,,,,,,,
V2C-1018,R2,,,,,,,,,
V2C-1019,R2,,,,,,,,,
V2C-1020,R2,,,,,,,,,
V2C-1021,R2,,,,,,,,,
V2C-1022,R2,,,,,,,,,
V2C-1023,R2,,,,,,,,,
V2C-1024,R2,,,,,,,,,
V2C-1025,R2,,,,,,,,,
V2C-1026,R2,,,,,,,,,
V2C-1027,R2,,,,,,,,,
V2C-1028,R2,,,,,,,,,
V2C-1029,R2,,,,,,,,,
V2C-1030,R2,,,,,,,,,
V2C-1031,R2,,,,,,,,,
V2C-1032,R2,,,,,,,,,
V2C-1033,R2,,,,,,,,,
V2C-1034,R2,,,,,,,,,
V2C-1035,R2,,,,,,,,,
V2C-1036,R2,,,,,,,,,
V2C-1037,R2,,,,,,,,,
V2C-1038,R2,,,,,,,,,
V2C-1039,R2,,,,,,,,,
V2C-1040,R2,,,,,,,,,
V2C-1041,R2,,,,,,,,,
V2C-1042,R2,,,,,,,,,
V2C-1043,R2,,,,,,,,,
V2C-1044,R2,,,,,,,,,
V2C-1045,R2,,,,,,,,,
V2C-1046,R2,,,,,,,,,
V2C-1047,R2,,,,,,,,,
V2C-1048,R2,,,,,,,,,
V2C-1049,R2,,,,,,,,,
V2C-1050,R2,,,,,,,,,
V2C-1051,R2,,,,,,,,,
V2C-1052,R2,,,,,,,,,
V2C-1053,R2,,,,,,,,,
V2C-1054,R2,,,,,,,,,
V2C-1055,R2,,,,,,,,,
V2C-1056,R2,,,,,,,,,
V2C-1057,R2,,,,,,,,,
V2C-1058,R2,,,,,,,,,
V2C-1059,R2,,,,,,,,,
V2C-1060,R2,,,,,,,,,
V2C-1061,R2,,,,,,,,,
V2C-1062,R2,,,,,,,,,
V2C-1063,R2,,,,,,,,,
V2C-1064,R2,,,,,,,,,
V2C-1065,R2,,,,,,,,,
V2C-1066,R2,,,,,,,,,
V2C-1067,R2,,,,,,,,,
V2C-1068,R2,,,,,,,,,
V2C-1069,R2,,,,,,,,,
V2C-1070,R2,,,,,,,,,
V2C-1071,R2,,,,,,,,,
V2C-1072,R2,,,,,,,,,
V2C-1073,R2,,,,,,,,,
V2C-1074,R2,,,,,,,,,
V2C-1075,R2,,,,,,,,,
V2C-1076,R2,,,,,,,,,
V2C-1077,R2,,,,,,,,,
V2C-1078,R2,,,,,,,,,
V2C-1079,R2,,,,,,,,,
V2C-1080,R2,,,,,,,,,
V2C-1081,R2,,,,,,,,,
V2C-1082,R2,,,,,,,,,
V2C-1083,R2,,,,,,,,,
V2C-1084,R2,,,,,,,,,
V2C-1085,R2,,,,,,,,,
V2C-1086,R2,,,,,,,,,
V2C-1087,R2,,,,,,,,,
V2C-1088,R2,,,,,,,,,
V2C-1089,R2,,,,,,,,,
V2C-1090,R2,,,,,,,,,
V2C-1091,R2,,,,,,,,,
V2C-1092,R2,,,,,,,,,
V2C-1093,R2,,,,,,,,,
V2C-1094,R2,,,,,,,,,
V2C-1095,R2,,,,,,,,,
V2C-1096,R2,,,,,,,,,
V2C-1097,R2,,,,,,,,,
V2C-1098,R2,,,,,,,,,
V2C-1099,R2,,,,,,,,,
V2C-1100,R2,,,,,,,,,
V2C-1101,R2,,,,,,,,,
V2C-1102,R2,,,,,,,,,
V2C-1103,R2,,,,,,,,,
V2C-1104,R2,,,,,,,,,
V2C-1105,R2,,,,,,,,,
V2C-1106,R2,,,,,,,,,
V2C-1107,R2,,,,,,,,,
V2C-1108,R2,,,,,,,,,
V2C-1109,R2,,,,,,,,,
V2C-1110,R2,,,,,,,,,
V2C-1111,R2,,,,,,,,,
V2C-1112,R2,,,,,,,,,
V2C-1113,R2,,,,,,,,,
V2C-1114,R2,,,,,,,,,
V2C-1115,R2,,,,,,,,,
V2C-1116,R2,,,,,,,,,
V2C-1117,R2,,,,,,,,,
V2C-1118,R2,,,,,,,,,
V2C-1119,R2,,,,,,,,,
V2C-1120,R2,,,,,,,,,
V2C-1121,R2,,,,,,,,,
V2C-1122,R2,,,,,,,,,
V2C-1123,R2,,,,,,,,,
V2C-1124,R2,,,,,,,,,
V2C-1125,R2,,,,,,,,,
V2C-1126,R2,,,,,,,,,
V2C-1127,R2,,,,,,,,,
V2C-1128,R2,,,,,,,,,
V2C-1129,R2,,,,,,,,,
V2C-1130,R2,,,,,,,,,
V2C-1131,R2,,,,,,,,,
V2C-1132,R2,,,,,,,,,
V2C-1133,R2,,,,,,,,,
V2C-1134,R2,,,,,,,,,
V2C-1135,R2,,,,,,,,,
V2C-1136,R2,,,,,,,,,
V2C-1137,R2,,,,,,,,,
V2C-1138,R2,,,,,,,,,
V2C-1139,R2,,,,,,,,,
V2C-1140,R2,,,,,,,,,
V2C-1141,R2,,,,,,,,,
V2C-1142,R2,,,,,,,,,
V2C-1143,R2,,,,,,,,,
V2C-1144,R2,,,,,,,,,
V2C-1145,R2,,,,,,,,,
V2C-1146,R2,,,,,,,,,
V2C-1147,R2,,,,,,,,,
V2C-1148,R2,,,,,,,,,
V2C-1149,R2,,,,,,,,,
V2C-1150,R2,,,,,,,,,
V2C-1151,R2,,,,,,,,,
V2C-1152,R2,,,,,,,,,
V2C-1153,R2,,,,,,,,,
V2C-1154,R2,,,,,,,,,
V2C-1155,R2,,,,,,,,,
V2C-1156,R2,,,,,,,,,
V2C-1157,R2,,,,,,,,,
V2C-1158,R2,,,,,,,,,
V2C-1159,R2,,,,,,,,,
V2C-1160,R2,,,,,,,,,
V2C-1161,R2,,,,,,,,,
V2C-1162,R2,,,,,,,,,
V2C-1163,R2,,,,,,,,,
V2C-1164,R2,,,,,,,,,
V2C-1165,R2,,,,,,,,,
V2C-1166,R2,,,,,,,,,
V2C-1167,R2,,,,,,,,,
V2C-1168,R2,,,,,,,,,
V2C-1169,R2,,,,,,,,,
V2C-1170,R2,,,,,,,,,
V2C-1171,R2,,,,,,,,,
V2C-1172,R2,,,,,,,,,
V2C-1173,R2,,,,,,,,,
V2C-1174,R2,,,,,,,,,
V2C-1175,R2,,,,,,,,,
V2C-1176,R2,,,,,,,,,
V2C-1177,R2,,,,,,,,,
V2C-1178,R2,,,,,,,,,
V2C-1179,R2,,,,,,,,,
V2C-1180,R2,,,,,,,,,
V2C-1181,R2,,,,,,,,,
V2C-1182,R2,,,,,,,,,
V2C-1183,R2,,,,,,,,,
V2C-1184,R2,,,,,,,,,
V2C-1185,R2,,,,,,,,,
V2C-1186,R2,,,,,,,,,
V2C-1187,R2,,,,,,,,,
V2C-1188,R2,,,,,,,,,
V2C-1189,R2,,,,,,,,,
V2C-1190,R2,,,,,,,,,
V2C-1191,R2,,,,,,,,,
V2C-1192,R2,,,,,,,,,
V2C-1193,R2,,,,,,,,,
V2C-1194,R2,,,,,,,,,
V2C-1195,R2,,,,,,,,,
V2C-1196,R2,,,,,,,,,
V2C-1197,R2,,,,,,,,,
V2C-1198,R2,,,,,,,,,
V2C-1199,R2,,,,,,,,,
