case_id,reviewer_id,source_text_valid,language_valid,intent_valid,target_valid,conditions_valid,policy_valid,outcome_valid,claims_valid,notes
V2C-0730,R1,,,,,,,,,
V2C-0731,R1,,,,,,,,,
V2C-0732,R1,,,,,,,,,
V2C-0733,R1,,,,,,,,,
V2C-0734,R1,,,,,,,,,
V2C-0735,R1,,,,,,,,,
V2C-0736,R1,,,,,,,,,
V2C-0737,R1,,,,,,,,,
V2C-0738,R1,,,,,,,,,
V2C-0739,R1,,,,,,,,,
V2C-0740,R1,,,,,,,,,
V2C-0741,R1,,,,,,,,,
V2C-0742,R1,,,,,,,,,
V2C-0743,R1,,,,,,,,,
V2C-0744,R1,,,,,,,,,
V2C-0745,R1,,,,,,,,,
V2C-0746,R1,,,,,,,,,
V2C-0747,R1,,,,,,,,,
V2C-0748,R1,,,,,,,,,
V2C-0749,R1,,,,,,,,,
V2C-0750,R1,,,,,,,,,
V2C-0751,R1,,,,,,,,,
V2C-0752,R1,,,,,,,,,
V2C-0753,R1,,,,,,,,,
V2C-0754,R1,,,,,,,,,
V2C-0755,R1,,,,,,,,,
V2C-0756,R1,,,,,,,,,
V2C-0757,R1,,,,,,,,,
V2C-0758,R1,,,,,,,,,
V2C-0759,R1,,,,,,,,,
V2C-0760,R1,,,,,,,,,
V2C-0761,R1,,,,,,,,,
V2C-0762,R1,,,,,,,,,
V2C-0763,R1,,,,,,,,,
V2C-0764,R1,,,,,,,,,
V2C-0765,R1,,,,,,,,,
V2C-0766,R1,,,,,,,,,
V2C-0767,R1,,,,,,,,,
V2C-0768,R1,,,,,,,,,
V2C-0769,R1,,,,,,,,,
V2C-0770,R1,,,,,,,,,
V2C-0771,R1,,,,,,,,,
V2C-0772,R1,,,,,,,,,
V2C-0773,R1,,,,,,,,,
V2C-0774,R1,,,,,,,,,
V2C-0775,R1,,,,,,,,,
V2C-0776,R1,,,,,,,,,
V2C-0777,R1,,,,,,,,,
V2C-0778,R1,,,,,,,,,
V2C-0779,R1,,,,,,,,,
V2C-0780,R1,,,,,,,,,
V2C-0781,R1,,,,,,,,,
V2C-0782,R1,,,,,,,,,
V2C-0783,R1,,,,,,,,,
V2C-0784,R1,,,,,,,,,
V2C-0785,R1,,,,,,,,,
V2C-0786,R1,,,,,,,,,
V2C-0787,R1,,,,,,,,,
V2C-0788,R1,,,,,,,,,
V2C-0789,R1,,,,,,,,,
V2C-0790,R1,,,,,,,,,
V2C-0791,R1,,,,,,,,,
V2C-0792,R1,,,,,,,,,
V2C-0793,R1,,,,,,,,,
V2C-0794,R1,,,,,,,,,
V2C-0795,R1,,,,,,,,,
V2C-0796,R1,,,,,,,,,
V2C-0797,R1,,,,,,,,,
V2C-0798,R1,,,,,,,,,
V2C-0799,R1,,,,,,,,,
V2C-0800,R1,,,,,,,,,
V2C-0801,R1,,,,,,,,,
V2C-0802,R1,,,,,,,,,
V2C-0803,R1,,,,,,,,,
V2C-0804,R1,,,,,,,,,
V2C-0805,R1,,,,,,,,,
V2C-0806,R1,,,,,,,,,
V2C-0807,R1,,,,,,,,,
V2C-0808,R1,,,,,,,,,
V2C-0809,R1,,,,,,,,,
V2C-0810,R1,,,,,,,,,
V2C-0811,R1,,,,,,,,,
V2C-0812,R1,,,,,,,,,
V2C-0813,R1,,,,,,,,,
V2C-0814,R1,,,,,,,,,
V2C-0815,R1,,,,,,,,,
V2C-0816,R1,,,,,,,,,
V2C-0817,R1,,,,,,,,,
V2C-0818,R1,,,,,,,,,
V2C-0819,R1,,,,,,,,,
V2C-0820,R1,,,,,,,,,
V2C-0821,R1,,,,,,,,,
V2C-0822,R1,,,,,,,,,
V2C-0823,R1,,,,,,,,,
V2C-0824,R1,,,,,,,,,
V2C-0825,R1,,,,,,,,,
V2C-0826,R1,,,,,,,,,
V2C-0827,R1,,,,,,,,,
V2C-0828,R1,,,,,,,,,
V2C-0829,R1,,,,,,,,,
V2C-0830,R1,,,,,,,,,
V2C-0831,R1,,,,,,,,,
V2C-0832,R1,,,,,,,,,
V2C-0833,R1,,,,,,,,,
V2C-0834,R1,,,,,,,,,
V2C-0835,R1,,,,,,,,,
V2C-0836,R1,,,,,,,,,
V2C-0837,R1,,,,,,,,,
V2C-0838,R1,,,,,,,,,
V2C-0839,R1,,,,,,,,,
V2C-0840,R1,,,,,,,,,
V2C-0841,R1,,,,,,,,,
V2C-0842,R1,,,,,,,,,
V2C-0843,R1,,,,,,,,,
V2C-0844,R1,,,,,,,,,
V2C-0845,R1,,,,,,,,,
V2C-0846,R1,,,,,,,,,
V2C-0847,R1,,,,,,,,,
V2C-0848,R1,,,,,,,,,
V2C-0849,R1,,,,,,,,,
V2C-0850,R1,,,,,,,,,
V2C-0851,R1,,,,,,,,,
V2C-0852,R1,,,,,,,,,
V2C-0853,R1,,,,,,,,,
V2C-0854,R1,,,,,,,,,
V2C-0855,R1,,,,,,,,,
V2C-0856,R1,,,,,,,,,
V2C-0857,R1,,,,,,,,,
V2C-0858,R1,,,,,,,,,
V2C-0859,R1,,,,,,,,,
V2C-0860,R1,,,,,,,,,
V2C-0861,R1,,,,,,,,,
V2C-0862,R1,,,,,,,,,
V2C-0863,R1,,,,,,,,,
V2C-0864,R1,,,,,,,,,
V2C-0865,R1,,,,,,,,,
V2C-0866,R1,,,,,,,,,
V2C-0867,R1,,,,,,,,,
V2C-0868,R1,,,,,,,,,
V2C-0869,R1,,,,,,,,,
V2C-0870,R1,,,,,,,,,
V2C-0871,R1,,,,,,,,,
V2C-0872,R1,,,,,,,,,
V2C-0873,R1,,,,,,,,,
V2C-0874,R1,,,,,,,,,
V2C-0875,R1,,,,,,,,,
V2C-0876,R1,,,,,,,,,
V2C-0877,R1,,,,,,,,,
V2C-0878,R1,,,,,,,,,
V2C-0879,R1,,,,,,,,,
V2C-0880,R1,,,,,,,,,
V2C-0881,R1,,,,,,,,,
V2C-0882,R1,,,,,,,,,
V2C-0883,R1,,,,,,,,,
V2C-0884,R1,,,,,,,,,
V2C-0885,R1,,,,,,,,,
V2C-0886,R1,,,,,,,,,
V2C-0887,R1,,,,,,,,,
V2C-0888,R1,,,,,,,,,
V2C-0889,R1,,,,,,,,,
V2C-0890,R1,,,,,,,,,
V2C-0891,R1,,,,,,,,,
V2C-0892,R1,,,,,,,,,
V2C-0893,R1,,,,,,,,,
V2C-0894,R1,,,,,,,,,
V2C-0895,R1,,,,,,,,,
V2C-0896,R1,,,,,,,,,
V2C-0897,R1,,,,,,,,,
V2C-0898,R1,,,,,,,,,
V2C-0899,R1,,,,,,,,,
V2C-0900,R1,,,,,,,,,
V2C-0901,R1,,,,,,,,,
V2C-0902,R1,,,,,,,,,
V2C-0903,R1,,,,,,,,,
V2C-0904,R1,,,,,,,,,
V2C-0905,R1,,,,,,,,,
V2C-0906,R1,,,,,,,,,
V2C-0907,R1,,,,,,,,,
V2C-0908,R1,,,,,,,,,
V2C-0909,R1,,,,,,,,,
V2C-0910,R1,,,,,,,,,
V2C-0911,R1,,,,,,,,,
V2C-0912,R1,,,,,,,,,
V2C-0913,R1,,,,,,,,,
V2C-0914,R1,,,,,,,,,
V2C-0915,R1,,,,,,,,,
V2C-0916,R1,,,,,,,,,
V2C-0917,R1,,,,,,,,,
V2C-0918,R1,,,,,,,,,
V2C-0919,R1,,,,,,,,,
V2C-0920,R1,,,,,,,,,
V2C-0921,R1,,,,,,,,,
V2C-0922,R1,,,,,,,,,
V2C-0923,R1,,,,,,,,,
V2C-0924,R1,,,,,,,,,
V2C-0925,R1,,,,,,,,,
V2C-0926,R1,,,,,,,,,
V2C-0927,R1,,,,,,,,,
V2C-0928,R1,,,,,,,,,
V2C-0929,R1,,,,,,,,,
V2C-0930,R1,,,,,,,,,
V2C-0931,R1,,,,,,,,,
V2C-0932,R1,,,,,,,,,
V2C-0933,R1,,,,,,,,,
V2C-0934,R1,,,,,,,,,
V2C-0935,R1,,,,,,,,,
V2C-0936,R1,,,,,,,,,
V2C-0937,R1,,,,,,,,,
V2C-0938,R1,,,,,,,,,
V2C-0939,R1,,,,,,,,,
V2C-0940,R1,,,,,,,,,
V2C-0941,R1,,,,,,,,,
V2C-0942,R1,,,,,,,,,
V2C-0943,R1,,,,,,,,,
V2C-0944,R1,,,,,,,,,
V2C-0945,R1,,,,,,,,,
V2C-0946,R1,,,,,,,,,
V2C-0947,R1,,,,,,,,,
V2C-0948,R1,,,,,,,,,
V2C-0949,R1,,,,,,,,,
V2C-0950,R1,,,,,,,,,
V2C-0951,R1,,,,,,,,,
V2C-0952,R1,,,,,,,,,
V2C-0953,R1,,,,,,,,,
V2C-0954,R1,,,,,,,,,
V2C-0955,R1,,,,,,,,,
V2C-0956,R1,,,,,,,,,
V2C-0957,R1,,,,,,,,,
V2C-0958,R1,,,,,,,,,
V2C-0959,R1,,,,,,,,,
V2C-0960,R1,,,,,,,,,
V2C-0961,R1,,,,,,,,,
V2C-0962,R1,,,,,,,,,
V2C-0963,R1,,,,,,,,,
V2C-0964,R1,,,,,,,,,
V2C-0965,R1,,,,,,,,,
V2C-0966,R1,,,,,,,,,
V2C-0967,R1,,,,,,,,,
V2C-0968,R1,,,,,,,,,
V2C-0969,R1,,,,,,,,,
V2C-0970,R1,,,,,,,,,
V2C-0971,R1,,,,,,,,,
V2C-0972,R1,,,,,,,,,
V2C-0973,R1,,,,,,,,,
V2C-0974,R1,,,,,,,,,
V2C-0975,R1,,,,,,,,,
V2C-0976,R1,,,,,,,,,
V2C-0977,R1,,,,,,,,,
V2C-0978,R1,,,,,,,,,
V2C-0979,R1,,,,,,,,,
V2C-0980,R1,,,,,,,,,
V2C-0981,R1,,,,,,,,,
V2C-0982,R1,,,,,,,,,
V2C-0983,R1,,,,,,,,,
V2C-0984,R1,,,,,,,,,
V2C-0985,R1,,,,,,,,,
V2C-0986,R1,,,,,,,,,
V2C-0987,R1,,,,,,,,,
V2C-0988,R1,,,,,,,,,
V2C-0989,R1,,,,,,,,,
V2C-0990,R1,,,,,,,,,
V2C-0991,R1,,,,,,,,,
V2C-0992,R1,,,,,,,,,
V2C-0993,R1,,,,,,,,,
V2C-0994,R1,,,,,,,,,
V2C-0995,R1,,,,,,,,,
V2C-0996,R1,,,,,,,,,
V2C-0997,R1,,,,,,,,,
V2C-0998,R1,,,,,,,,,
V2C-0999,R1,,,,,,,,,
V2C-1000,R1,,,,,,,,,
V2C-1001,R1,,,,,,,,,
V2C-1002,R1,,,,,,,,,
V2C-1003,R1,,,,,,,,,
V2C-1004,R1,,,,,,,,,
V2C-1005,R1,,,,,,,,,
V2C-1006,R1,,,,,,,,,
V2C-1007,R1,,,,,,,,,
V2C-1008,R1,,,,,,,,,
V2C-1009,R1,,,,,,,,,
V2C-1010,R1,,,,,,,,,
V2C-1011,R1,,,,,,,,,
V2C-1012,R1,,,,,,,,,
V2C-1013,R1,,,,,,,,,
V2C-1014,R1,,,,,,,,,
V2C-1015,R1,,,,,,,,,
V2C-1016,R1,,,,,,,,,
V2C-1017,R1,,,,,,,,,
V2C-1018,R1,,,,,,,,,
V2C-1019,R1,,,,,,,,,
V2C-1020,R1,,,,,,,,,
V2C-1021,R1,,,,,,,,,
V2C-1022,R1,,,,,,,,,
V2C-1023,R1,,,,,,,,,
V2C-1024,R1,,,,,,,,,
V2C-1025,R1,,,,,,,,,
V2C-1026,R1,,,,,,,,,
V2C-1027,R1,,,,,,,,,
V2C-1028,R1,,,,,,,,,
V2C-1029,R1,,,,,,,,,
V2C-1030,R1,,,,,,,,,
V2C-1031,R1,,,,,,,,,
V2C-1032,R1,,,,,,,,,
V2C-1033,R1,,,,,,,,,
V2C-1034,R1,,,,,,,,,
V2C-1035,R1,,,,,,,,,
V2C-1036,R1,,,,,,,,,
V2C-1037,R1,,,,,,,,,
V2C-1038,R1,,,,,,,,,
V2C-1039,R1,,,,,,,,,
V2C-1040,R1,,,,,,,,,
V2C-1041,R1,,,,,,,,,
V2C-1042,R1,,,,,,,,,
V2C-1043,R1,,,,,,,,,
V2C-1044,R1,,,,,,,,,
V2C-1045,R1,,,,,,,,,
V2C-1046,R1,,,,,,,,,
V2C-1047,R1,,,,,,,,,
V2C-1048,R1,,,,,,,,,
V2C-1049,R1,,,,,,,,,
V2C-1050,R1,,,,,,,,,
V2C-1051,R1,,,,,,,,,
V2C-1052,R1,,,,,,,,,
V2C-1053,R1,,,,,,,,,
V2C-1054,R1,,,,,,,,,
V2C-1055,R1,,,,,,,,,
V2C-1056,R1,,,,,,,,,
V2C-1057,R1,,,,,,,,,
V2C-1058,R1,,,,,,,,,
V2C-1059,R1,,,,,,,,,
V2C-1060,R1,,,,,,,,,
V2C-1061,R1,,,,,,,,,
V2C-1062,R1,,,,,,,,,
V2C-1063,R1,,,,,,,,,
V2C-1064,R1,,,,,,,,,
V2C-1065,R1,,,,,,,,,
V2C-1066,R1,,,,,,,,,
V2C-1067,R1,,,,,,,,,
V2C-1068,R1,,,,,,,,,
V2C-1069,R1,,,,,,,,,
V2C-1070,R1,,,,,,,,,
V2C-1071,R1,,,,,,,,,
V2C-1072,R1,,,,,,,,,
V2C-1073,R1,,,,,,,,,
V2C-1074,R1,,,,,,,,,
V2C-1075,R1,,,,,,,,,
V2C-1076,R1,,,,,,,,,
V2C-1077,R1,,,,,,,,,
V2C-1078,R1,,,,,,,,,
V2C-1079,R1,,,,,,,,,
V2C-1080,R1,,,,,,,,,
V2C-1081,R1,,,,,,,,,
V2C-1082,R1,,,,,,,,,
V2C-1083,R1,,,,,,,,,
V2C-1084,R1,,,,,,,,,
V2C-1085,R1,,,,,,,,,
V2C-1086,R1,,,,,,,,,
V2C-1087,R1,,,,,,,,,
V2C-1088,R1,,,,,,,,,
V2C-1089,R1,,,,,,,,,
V2C-1090,R1,,,,,,,,,
V2C-1091,R1,,,,,,,,,
V2C-1092,R1,,,,,,,,,
V2C-1093,R1,,,,,,,,,
V2C-1094,R1,,,,,,,,,
V2C-1095,R1,,,,,,,,,
V2C-1096,R1,,,,,,,,,
V2C-1097,R1,,,,,,,,,
V2C-1098,R1,,,,,,,,,
V2C-1099,R1,,,,,,,,,
V2C-1100,R1,,,,,,,,,
V2C-1101,R1,,,,,,,,,
V2C-1102,R1,,,,,,,,,
V2C-1103,R1,,,,,,,,,
V2C-1104,R1,,,,,,,,,
V2C-1105,R1,,,,,,,,,
V2C-1106,R1,,,,,,,,,
V2C-1107,R1,,,,,,,,,
V2C-1108,R1,,,,,,,,,
V2C-1109,R1,,,,,,,,,
V2C-1110,R1,,,,,,,,,
V2C-1111,R1,,,,,,,,,
V2C-1112,R1,,,,,,,,,
V2C-1113,R1,,,,,,,,,
V2C-1114,R1,,,,,,,,,
V2C-1115,R1,,,,,,,,,
V2C-1116,R1,,,,,,,,,
V2C-1117,R1,,,,,,,,,
V2C-1118,R1,,,,,,,,,
V2C-1119,R1,,,,,,,,,
V2C-1120,R1,,,,,,,,,
V2C-1121,R1,,,,,,,,,
V2C-1122,R1,,,,,,,,,
V2C-1123,R1,,,,,,,,,
V2C-1124,R1,,,,,,,,,
V2C-1125,R1,,,,,,,,,
V2C-1126,R1,,,,,,,,,
V2C-1127,R1,,,,,,,,,
V2C-1128,R1,,,,,,,,,
V2C-1129,R1,,,,,,,,,
V2C-1130,R1,,,,,,,,,
V2C-1131,R1,,,,,,,,,
V2C-1132,R1,,,,,,,,,
V2C-1133,R1,,,,,,,,,
V2C-1134,R1,,,,,,,,,
V2C-1135,R1,,,,,,,,,
V2C-1136,R1,,,,,,,,,
V2C-1137,R1,,,,,,,,,
V2C-1138,R1,,,,,,,,,
V2C-1139,R1,,,,,,,,,
V2C-1140,R1,,,,,,,,,
V2C-1141,R1,,,,,,,,,
V2C-1142,R1,,,,,,,,,
V2C-1143,R1,,,,,,,,,
V2C-1144,R1,,,,,,,,,
V2C-1145,R1,,,,,,,,,
V2C-1146,R1,,,,,,,,,
V2C-1147,R1,,,,,,,,,
V2C-1148,R1,,,,,,,,,
V2C-1149,R1,,,,,,,,,
V2C-1150,R1,,,,,,,,,
V2C-1151,R1,,,,,,,,,
V2C-1152,R1,,,,,,,,,
V2C-1153,R1,,,,,,,,,
V2C-1154,R1,,,,,,,,,
V2C-1155,R1,,,,,,,,,
V2C-1156,R1,,,,,,,,,
V2C-1157,R1,,,,,,,,,
V2C-1158,R1,,,,,,,,,
V2C-1159,R1,,,,,,,,,
V2C-1160,R1,,,,,,,,,
V2C-1161,R1,,,,,,,,,
V2C-1162,R1,,,,,,,,,
V2C-1163,R1,,,,,,,,,
V2C-1164,R1,,,,,,,,,
V2C-1165,R1,,,,,,,,,
V2C-1166,R1,,,,,,,,,
V2C-1167,R1,,,,,,,,,
V2C-1168,R1,,,,,,,,,
V2C-1169,R1,,,,,,,,,
V2C-1170,R1,,,,,,,,,
V2C-1171,R1,,,,,,,,,
V2C-1172,R1,,,,,,,,,
V2C-1173,R1,,,,,,,,,
V2C-1174,R1,,,,,,,,,
V2C-1175,R1,,,,,,,,,
V2C-1176,R1,,,,,,,,,
V2C-1177,R1,,,,,,,,,
V2C-1178,R1,,,,,,,,,
V2C-1179,R1,,,,,,,,,
V2C-1180,R1,,,,,,,,,
V2C-1181,R1,,,,,,,,,
V2C-1182,R1,,,,,,,,,
V2C-1183,R1,,,,,,,,,
V2C-1184,R1,,,,,,,,,
V2C-1185,R1,,,,,,,,,
V2C-1186,R1,,,,,,,,,
V2C-1187,R1,,,,,,,,,
V2C-1188,R1,,,,,,,,,
V2C-1189,R1,,,,,,,,,
V2C-1190,R1,,,,,,,,,
V2C-1191,R1,,,,,,,,,
V2C-1192,R1,,,,,,,,,
V2C-1193,R1,,,,,,,,,
V2C-1194,R1,,,,,,,,,
V2C-1195,R1,,,,,,,,,
V2C-1196,R1,,,,,,,,,
V2C-1197,R1,,,,,,,,,
V2C-1198,R1,,,,,,,,,
V2C-1199,R1,,,,,,,,,
